"Name","State","Notes","User","Tags","Created","Runtime","Sweep","ae_layer","batch_size","branch1_layer","branch_layer","branch_weight","kl_weight","latent_dim","latent_space","learning_rate","loss_scalar","optimizer","var1","var2","var3","ae_loss","branch1_loss","branch_loss","epoch","kl","loss","recon_loss","v_ae_loss","v_branch1_loss","v_loss","vars"
"comfy-sweep-43","finished","-","sophied","","2022-03-19T16:26:22.000Z","109","3pwcrso7","12","147","7","","","","10","","0.001878034011379868","1.803230839007136","","","","","0.00042995490366593","0.00060322938952595","","24","","0.001033184351399541","","0.0007527853013016284","0.0006210573483258486","0.001373842591419816",""
"divine-sweep-42","finished","-","sophied","","2022-03-19T16:25:15.000Z","65","3pwcrso7","12","192","7","","","","4","","0.001334251255003605","2.387875362415369","","","","","0.001156451995484531","0.01780698634684086","","24","","0.018963437527418137","","0.0020988881587982178","0.01787896826863289","0.019977856427431107",""
"skilled-sweep-41","finished","-","sophied","","2022-03-19T16:23:57.000Z","73","3pwcrso7","8","223","7","","","","10","","0.0015022252581748563","1.598839360152455","","","","","0.0004258143890183419","0.00039369642036035657","","24","","0.000819510780274868","","0.0007335579139180481","0.0003867278282996267","0.0011202857131138444",""
"deft-sweep-40","finished","-","sophied","","2022-03-19T16:23:05.000Z","49","3pwcrso7","16","357","4","","","","8","","0.0031453615722267093","2.743819484351489","","","","","0.00008951625932240859","0.0013903913786634805","","24","","0.0014799076598137615","","0.0001988741714740172","0.0013129940489307046","0.0015118682058528066",""
"dandy-sweep-39","finished","-","sophied","","2022-03-19T16:20:55.000Z","125","3pwcrso7","14","74","10","","","","2","","0.0017783764615039428","2.2785183847678274","","","","","0.029084181413054463","0.08202429860830307","","24","","0.11110848188400269","","0.054348889738321304","0.08540834486484528","0.13975723087787628",""
"resilient-sweep-38","finished","-","sophied","","2022-03-19T16:19:53.000Z","58","3pwcrso7","7","283","5","","","","9","","0.004874229811094583","2.769204331629247","","","","","0.0006683385581709445","0.0004610227479133755","","24","","0.0011293613351881504","","0.0012121901381760836","0.0004181687254458666","0.00163035886362195",""
"wobbly-sweep-37","finished","-","sophied","","2022-03-19T16:18:09.000Z","100","3pwcrso7","18","143","10","","","","8","","0.0025882297867856584","2.87442958982631","","","","","0.00001188848000310827","0.00022517247998621315","","24","","0.000237060958170332","","0.00005083140786155127","0.00020046452118549496","0.0002512959181331098",""
"rare-sweep-36","finished","-","sophied","","2022-03-19T16:17:23.000Z","43","3pwcrso7","8","408","7","","","","8","","0.002824790976831571","1.197241212747586","","","","","0.0001997619547182694","0.0012167255626991391","","24","","0.0014164875028654933","","0.00046722826664336026","0.0013142168754711747","0.0017814451130107043",""
"amber-sweep-35","finished","-","sophied","","2022-03-19T16:15:39.000Z","100","3pwcrso7","9","132","10","","","","7","","0.00439383530292614","2.384899495384858","","","","","0.00006442897574743256","0.0004539382935035974","","24","","0.0005183672765269876","","0.0001829830725910142","0.0005137806292623281","0.0006967636873014271",""
"rose-sweep-34","finished","-","sophied","","2022-03-19T16:14:32.000Z","62","3pwcrso7","18","204","4","","","","4","","0.0024757639290151835","1.653960290844212","","","","","0.00032652521622367203","0.001726818853057921","","24","","0.0020533441565930843","","0.0006054589175619185","0.0018306771526113153","0.0024361361283808947",""
"firm-sweep-33","finished","-","sophied","","2022-03-19T16:13:41.000Z","46","3pwcrso7","19","445","9","","","","10","","0.00038614281383860666","1.3330231043603118","","","","","0.005797517951577902","0.04232168197631836","","24","","0.0481191985309124","","0.012053820304572582","0.04362748563289642","0.05568130686879158",""
"dauntless-sweep-32","finished","-","sophied","","2022-03-19T16:11:46.000Z","110","3pwcrso7","9","139","5","","","","10","","0.001121408241041481","1.3405803568158932","","","","","0.0022419581655412912","0.001876255962997675","","24","","0.00411821436136961","","0.004457411821931601","0.0017729854444041848","0.006230397149920464",""
"glorious-sweep-31","finished","-","sophied","","2022-03-19T16:10:39.000Z","61","3pwcrso7","7","256","9","","","","7","","0.003329532812282886","1.788040119042977","","","","","0.0004234920197632164","0.0011105488520115614","","24","","0.0015340409008786082","","0.0007361700409092009","0.0007938117487356067","0.0015299818478524685",""
"sweet-sweep-30","finished","-","sophied","","2022-03-19T16:09:53.000Z","42","3pwcrso7","18","350","10","","","","3","","0.003499789698313296","1.030512789378044","","","","","0.0005753679433837533","0.0008158540586009622","","24","","0.0013912220019847157","","0.0012081767199561","0.0011025790590792894","0.0023107556626200676",""
"fragrant-sweep-29","finished","-","sophied","","2022-03-19T16:08:20.000Z","87","3pwcrso7","15","189","7","","","","10","","0.0018240070181293256","2.354327488318967","","","","","0.00006334850331768394","0.000882409221958369","","24","","0.000945757725276053","","0.0001747717906255275","0.0008123547304421663","0.0009871264919638634",""
"smooth-sweep-28","finished","-","sophied","","2022-03-19T16:07:18.000Z","55","3pwcrso7","7","263","4","","","","7","","0.0012521250093873997","2.7677903473912204","","","","","0.02908884547650814","0.08202429860830307","","24","","0.11111314594745636","","0.054358892142772675","0.08540834486484528","0.13976722955703735",""
"upbeat-sweep-27","finished","-","sophied","","2022-03-19T16:06:26.000Z","46","3pwcrso7","14","380","8","","","","8","","0.003930550486755677","1.3011145004737537","","","","","0.00005913163840887137","0.0004874963487964123","","24","","0.0005466279690153897","","0.00018145432113669813","0.00046114090946502984","0.000642595230601728",""
"rural-sweep-26","finished","-","sophied","","2022-03-19T16:05:14.000Z","68","3pwcrso7","10","201","8","","","","7","","0.003129293340812793","1.216719704917545","","","","","0.000288467388600111","0.000394223548937589","","24","","0.0006826909375376999","","0.0005121642607264221","0.0003819193516392261","0.0008940836414694786",""
"floral-sweep-25","finished","-","sophied","","2022-03-19T16:04:22.000Z","46","3pwcrso7","16","396","5","","","","7","","0.0005506490737017803","1.570269410488617","","","","","0.003467495320364833","0.009943434968590736","","24","","0.013410930521786211","","0.006717570126056671","0.009635325521230698","0.01635289564728737",""
"unique-sweep-24","finished","-","sophied","","2022-03-19T16:02:23.000Z","115","3pwcrso7","9","88","5","","","","4","","0.004684279000157647","1.2919740037942278","","","","","0.0012265306431800127","0.0022324039600789547","","24","","0.0034589346032589674","","0.002217603148892522","0.0022305164020508528","0.004448119550943375",""
"vital-sweep-23","finished","-","sophied","","2022-03-19T16:01:31.000Z","47","3pwcrso7","10","428","5","","","","10","","0.000545100688137566","1.7635288813005348","","","","","0.00487741082906723","0.006534331012517214","","24","","0.011411741375923157","","0.009912896901369097","0.006304106209427118","0.016217002645134926",""
"flowing-sweep-22","finished","-","sophied","","2022-03-19T16:00:39.000Z","46","3pwcrso7","12","381","5","","","","8","","0.004104317314950512","1.3037672946306662","","","","","0.00010241122799925506","0.0006184130907058716","","24","","0.0007208243478089571","","0.0002105152962030843","0.0005949832848273218","0.0008054985664784908",""
"gallant-sweep-21","finished","-","sophied","","2022-03-19T15:59:37.000Z","58","3pwcrso7","13","212","8","","","","3","","0.0010953088929973854","1.4070228217208494","","","","","0.00009217890328727664","0.0005563197773881257","","24","","0.0006484986515715718","","0.00023001834051683545","0.0005854149349033833","0.0008154332754202187",""
"zesty-sweep-20","finished","-","sophied","","2022-03-19T15:58:40.000Z","54","3pwcrso7","15","332","9","","","","9","","0.001636986905661425","1.09577932470184","","","","","0.00012252983287908137","0.0005906071746721864","","24","","0.0007131369784474373","","0.00027373715420253575","0.0004935472970828414","0.0007672844221815467",""
"leafy-sweep-19","finished","-","sophied","","2022-03-19T15:57:48.000Z","48","3pwcrso7","16","402","9","","","","9","","0.0011994312391006368","2.4796787992497564","","","","","0.001987350871786475","0.0012801105622202158","","24","","0.003267461434006691","","0.00386292627081275","0.0013174150371924045","0.005180341191589832",""
"lemon-sweep-18","finished","-","sophied","","2022-03-19T15:55:34.000Z","132","3pwcrso7","19","108","9","","","","9","","0.0012892932270895587","1.2384102443404583","","","","","0.000014579532944480889","0.000092289388703648","","24","","0.00010686892346711828","","0.00006307452713372186","0.00010357841529184952","0.00016665294242557138",""
"radiant-sweep-17","finished","-","sophied","","2022-03-19T15:51:15.000Z","256","3pwcrso7","20","53","9","","","","9","","0.004655281148452691","1.0694163395940246","","","","","0.000014016991372045595","0.00015158597670961171","","24","","0.0001656029635341838","","0.00006385987944668159","0.00012786481238435954","0.0001917246845550835",""
"chocolate-sweep-16","finished","-","sophied","","2022-03-19T15:49:42.000Z","87","3pwcrso7","16","178","5","","","","9","","0.0024628752417288234","1.418847436397249","","","","","0.00003834361268673092","0.0018340981332585216","","24","","0.0018724417313933372","","0.0001225039450218901","0.0017162220319733024","0.0018387259915471077",""
"sweepy-sweep-15","finished","-","sophied","","2022-03-19T15:48:50.000Z","49","3pwcrso7","18","332","10","","","","6","","0.0033411459914311228","1.658922785067246","","","","","0.0004527978890109807","0.0022582984529435635","","24","","0.0027110963128507137","","0.0008802770171314478","0.0023990359622985125","0.0032793129794299603",""
"pious-sweep-14","finished","-","sophied","","2022-03-19T15:48:03.000Z","44","3pwcrso7","10","454","6","","","","9","","0.001709357795490999","2.7680985797354185","","","","","0.002950864844024182","0.008816972374916077","","24","","0.011767837218940258","","0.005931349936872721","0.008432246744632721","0.014363596215844154",""
"serene-sweep-13","finished","-","sophied","","2022-03-19T15:47:12.000Z","47","3pwcrso7","14","284","7","","","","4","","0.003104082075107158","1.273294976947585","","","","","0.00002229988967883401","0.00039967423072084785","","24","","0.00042197410948574543","","0.00008923813584260643","0.0003979545144829899","0.00048719265032559633",""
"fearless-sweep-12","finished","-","sophied","","2022-03-19T15:43:45.000Z","202","3pwcrso7","17","66","10","","","","8","","0.002772966447163598","1.6966290817512315","","","","","0.0000232597431022441","0.00011840010847663508","","24","","0.00014165985339786855","","0.00007908359111752361","0.00009430300997337326","0.00017338659381493926",""
"icy-sweep-11","finished","-","sophied","","2022-03-19T15:41:41.000Z","117","3pwcrso7","7","72","4","","","","2","","0.0007173400635455727","2.974152269949725","","","","","0.0013923528604209423","0.0010735425166785717","","24","","0.002465895377099514","","0.002927351277321577","0.0011409238213673234","0.004068274982273579",""
"fine-sweep-10","finished","-","sophied","","2022-03-19T15:40:29.000Z","69","3pwcrso7","14","225","6","","","","9","","0.004336826150689733","2.866738292575418","","","","","0.00017843845125753433","0.0001891355641419068","","24","","0.0003675740153994411","","0.00033113438985310495","0.00019685973529703915","0.0005279941251501441",""
"wild-sweep-9","finished","-","sophied","","2022-03-19T15:39:06.000Z","77","3pwcrso7","9","183","8","","","","8","","0.004961863247481816","2.2984755946259563","","","","","0.00017598894191905856","0.00033099358552135527","","24","","0.0005069825565442443","","0.0004303551104385406","0.000348323374055326","0.0007786784553900361",""
"cosmic-sweep-8","finished","-","sophied","","2022-03-19T15:38:19.000Z","41","3pwcrso7","19","360","6","","","","2","","0.0038559517836739663","2.200243664544881","","","","","0.000561828666832298","0.0024319083895534277","","24","","0.0029937371145933867","","0.0011291601695120337","0.002525102347135544","0.0036542625166475777",""
"wise-sweep-7","finished","-","sophied","","2022-03-19T15:37:43.000Z","33","3pwcrso7","16","439","5","","","","6","","0.0015527670976891827","1.7171700257794449","","","","","0.00006253129686228931","0.002090152120217681","","24","","0.0021526834461838007","","0.0001383726776111871","0.0021880939602851868","0.0023264666087925434",""
"rare-sweep-6","finished","-","sophied","","2022-03-19T15:37:02.000Z","37","3pwcrso7","15","464","7","","","","9","","0.0017714040217106026","1.9337597039267485","","","","","0.002750320825725794","0.015075155533850191","","24","","0.017825476825237274","","0.005526940803974867","0.014484560117125511","0.020011501386761665",""
"noble-sweep-5","finished","-","sophied","","2022-03-19T15:36:31.000Z","27","3pwcrso7","7","477","5","","","","2","","0.004849750109677798","2.424939286121555","","","","","0.0014216225827112794","0.0029358193278312683","","24","","0.004357441794127226","","0.0026741246692836285","0.002800263464450836","0.005474388133734465",""
"dashing-sweep-4","finished","-","sophied","","2022-03-19T15:33:56.000Z","153","3pwcrso7","20","85","9","","","","9","","0.003018066665340654","2.217790515447292","","","","","0.00001036897720041452","0.0005719592445529997","","24","","0.000582328240852803","","0.00005562035948969424","0.0006250740261748433","0.0006806943565607071",""
"golden-sweep-3","finished","-","sophied","","2022-03-19T15:33:14.000Z","37","3pwcrso7","15","291","6","","","","2","","0.002030282264358538","1.72109974120053","","","","","0.00037623124080710113","0.0006957908044569194","","24","","0.00107202201616019","","0.0008317460305988789","0.0007291808142326772","0.001560926903039217",""
"dry-sweep-2","finished","-","sophied","","2022-03-19T15:29:58.000Z","192","3pwcrso7","8","58","8","","","","8","","0.0001464885264505251","1.9990479650064856","","","","","0.001977866282686591","0.0002451238106004894","","24","","0.0022229901514947414","","0.004019445274025202","0.00025615221238695085","0.004275597631931305",""
"soft-sweep-1","finished","-","sophied","","2022-03-19T15:29:12.000Z","41","3pwcrso7","11","498","9","","","","7","","0.00456285484485697","1.0754802310905058","","","","","0.0001257598923984915","0.0006838671979494393","","24","","0.0008096271194517612","","0.0002963901206385344","0.0007199376705102623","0.0010163277620449662",""
"comfy-fire-181","crashed","-","sophied","","2022-03-19T15:29:04.000Z","9421","","","","","","","","","","","","","","","","","","","","","","","","","",""
"earnest-sweep-97","crashed","-","sophied","","2022-03-19T15:13:56.000Z","0","nw19j5ha","14","148","7","","","","1","","0.004415679979548976","2.735611883395399","","","","","","","","","","","","","","",""
"comfy-sweep-96","finished","-","sophied","","2022-03-19T15:11:36.000Z","135","nw19j5ha","8","73","10","","","","8","","0.0026600710164868964","1.646284179960329","","","","","0.00016558478819206357","0.00024882113211788237","","24","","0.00041440592030994594","","0.00032612422364763916","0.00026348786195740104","0.0005896120565012097",""
"drawn-sweep-95","finished","-","sophied","","2022-03-19T15:10:49.000Z","45","nw19j5ha","18","333","9","","","","5","","0.0029946747755347724","1.517404782047293","","","","","0.0017759731272235513","0.01171953696757555","","24","","0.013495510444045069","","0.0031799462158232927","0.011302139610052109","0.014482085593044758",""
"revived-sweep-94","finished","-","sophied","","2022-03-19T15:09:16.000Z","91","nw19j5ha","10","113","5","","","","5","","0.00048670785942550224","2.1493397744251856","","","","","0.0005197281716391444","0.0007358888979069889","","24","","0.0012556170113384724","","0.0009347463492304088","0.0007884663064032793","0.001723212655633688",""
"smart-sweep-93","finished","-","sophied","","2022-03-19T15:08:29.000Z","44","nw19j5ha","7","390","5","","","","9","","0.004659134996261463","1.907722089674328","","","","","0.0016865627840161324","0.0031973731238394976","","24","","0.004883935675024986","","0.003195590805262327","0.0032785183284431696","0.0064741093665361404",""
"vivid-sweep-92","finished","-","sophied","","2022-03-19T15:06:41.000Z","102","nw19j5ha","17","86","4","","","","1","","0.004175805284820255","1.2580543848013848","","","","","0.0011154302628710866","0.0009918850846588612","","24","","0.002107315231114626","","0.002468943828716874","0.0014170203357934952","0.0038859641645103697",""
"tough-sweep-91","finished","-","sophied","","2022-03-19T15:05:44.000Z","54","nw19j5ha","14","266","7","","","","7","","0.003860459281312118","1.670179095481705","","","","","0.000324450054904446","0.0009554077405482532","","24","","0.0012798578245565295","","0.0005567567422986031","0.0010706994216889143","0.0016274561639875174",""
"cerulean-sweep-90","finished","-","sophied","","2022-03-19T15:04:37.000Z","64","nw19j5ha","15","224","6","","","","8","","0.0026987806397714897","2.6041496957847325","","","","","0.0002282013592775911","0.0008443103288300335","","24","","0.0010725116590037942","","0.00045314975432120264","0.0009517793077975512","0.0014049290912225842",""
"apricot-sweep-89","finished","-","sophied","","2022-03-19T15:02:02.000Z","149","nw19j5ha","17","86","4","","","","10","","0.0034965589805099175","2.0807675106626604","","","","","0.000008716303455003072","0.0012183262733742597","","24","","0.0012270425213500855","","0.000042173465772066265","0.001127723720856011","0.001169897150248289",""
"eager-sweep-88","finished","-","sophied","","2022-03-19T15:01:16.000Z","42","nw19j5ha","7","359","5","","","","5","","0.004215408682859693","2.3943778051820495","","","","","0.0032707303762435913","0.00237707095220685","","24","","0.005647801328450441","","0.006523231044411659","0.002404604572802782","0.008927835151553154",""
"rose-sweep-87","finished","-","sophied","","2022-03-19T14:58:16.000Z","176","nw19j5ha","18","54","5","","","","3","","0.002912067051609043","1.9769135204776556","","","","","0.00002894450699386653","0.0001875996240414679","","24","","0.00021654412557836625","","0.0001106416602851823","0.00020775968732777983","0.0003184013476129621",""
"legendary-sweep-86","finished","-","sophied","","2022-03-19T14:57:19.000Z","51","nw19j5ha","20","290","8","","","","7","","0.0019832031326518316","2.8299736907267095","","","","","0.000009892176421999466","0.000227120443014428","","24","","0.00023701261670794335","","0.000053997493523638695","0.00028980826027691364","0.00034380576107650995",""
"electric-sweep-85","finished","-","sophied","","2022-03-19T14:55:51.000Z","84","nw19j5ha","19","160","8","","","","8","","0.004945443206656233","1.049735208476308","","","","","0.00004774736225954257","0.0008614701800979674","","24","","0.0009092175168916584","","0.00012894887186121196","0.0004517805064097047","0.0005807293928228319",""
"elated-sweep-84","finished","-","sophied","","2022-03-19T14:55:04.000Z","40","nw19j5ha","8","352","10","","","","8","","0.004728602866449749","2.7326003166551445","","","","","0.002063447143882513","0.0007795383571647108","","24","","0.0028429855592548847","","0.004028778988867998","0.0007891212007962167","0.004817900247871876",""
"copper-sweep-83","finished","-","sophied","","2022-03-19T14:54:23.000Z","35","nw19j5ha","17","470","7","","","","5","","0.002346956335671091","1.706496821503026","","","","","0.005127606447786093","0.03412238508462906","","24","","0.03924999013543129","","0.01085286308079958","0.034681640565395355","0.04553450271487236",""
"still-sweep-82","finished","-","sophied","","2022-03-19T14:51:52.000Z","149","nw19j5ha","10","60","4","","","","4","","0.003709285469483461","1.483008395487554","","","","","0.00022768977214582264","0.0004328868817538023","","24","","0.0006605766247957945","","0.0004454272275324911","0.0004270236531738192","0.0008724508807063103",""
"gallant-sweep-81","finished","-","sophied","","2022-03-19T14:51:16.000Z","31","nw19j5ha","13","489","8","","","","1","","0.0004652135669036392","2.603027101128884","","","","","0.0792899951338768","0.1621012985706329","","24","","0.24139130115509033","","0.1530650407075882","0.16140766441822052","0.3144727051258087",""
"peach-sweep-80","finished","-","sophied","","2022-03-19T14:50:39.000Z","34","nw19j5ha","9","419","6","","","","1","","0.0011326862500808934","1.0444634907864865","","","","","0.03092776983976364","0.08202594518661499","","24","","0.11295371502637865","","0.05791060253977776","0.08539380878210068","0.1433044075965881",""
"fanciful-sweep-79","finished","-","sophied","","2022-03-19T14:49:58.000Z","38","nw19j5ha","18","348","6","","","","1","","0.00024045461234417864","1.968262509778552","","","","","0.08820948004722595","0.09195922315120696","","24","","0.18016870319843292","","0.1706591248512268","0.09401857107877731","0.2646777033805847",""
"copper-sweep-78","finished","-","sophied","","2022-03-19T14:48:56.000Z","56","nw19j5ha","15","194","10","","","","1","","0.004115800498174339","2.969400534417494","","","","","0.0002333402808289975","0.0024391734041273594","","24","","0.0026725137140601873","","0.000941122940275818","0.002947305329144001","0.003888428211212158",""
"chocolate-sweep-77","finished","-","sophied","","2022-03-19T14:47:59.000Z","52","nw19j5ha","20","251","4","","","","4","","0.004181295475706628","1.9780240381412375","","","","","0.00004895741221844219","0.0008301420020870864","","24","","0.0008790994179435074","","0.00016496542957611382","0.0008443131227977574","0.0010092785814777017",""
"golden-sweep-76","finished","-","sophied","","2022-03-19T14:47:12.000Z","45","nw19j5ha","14","410","7","","","","9","","0.0034114614398286103","2.91410686037134","","","","","0.0004684587183874101","0.0013146966230124235","","24","","0.001783155370503664","","0.0008905401919037104","0.0011710218386724591","0.0020615621469914913",""
"glamorous-sweep-75","finished","-","sophied","","2022-03-19T14:46:21.000Z","47","nw19j5ha","11","446","6","","","","10","","0.0013879651173916304","2.555023326879542","","","","","0.00019758038979489356","0.004807921126484871","","24","","0.005005501676350832","","0.00045100238639861345","0.004717509727925062","0.005168511997908354",""
"fearless-sweep-74","finished","-","sophied","","2022-03-19T14:45:39.000Z","35","nw19j5ha","18","484","5","","","","3","","0.0031262468723663697","1.1860478471503044","","","","","0.00021844170987606049","0.001596397371031344","","24","","0.0018148390809074044","","0.0006893707904964685","0.0017968803877010942","0.0024862512946128845",""
"devoted-sweep-73","finished","-","sophied","","2022-03-19T14:44:16.000Z","81","nw19j5ha","20","128","8","","","","2","","0.0020197198542092295","2.4048151211393565","","","","","0.00004354493648861535","0.00023421458899974823","","24","","0.0002777595364023","","0.00032364518847316504","0.0002909608301706612","0.0006146060186438262",""
"major-sweep-72","finished","-","sophied","","2022-03-19T14:43:18.000Z","52","nw19j5ha","9","279","10","","","","8","","0.0016934092803705118","1.2055594796075328","","","","","0.00018381635891273615","0.000775266787968576","","24","","0.000959083146881312","","0.0004070592985954136","0.0008161162841133773","0.0012231755536049604",""
"faithful-sweep-71","finished","-","sophied","","2022-03-19T14:42:32.000Z","44","nw19j5ha","19","413","7","","","","9","","0.0021652322651996053","1.586537055526774","","","","","0.0004073938471265137","0.0004954133182764053","","24","","0.000902807165402919","","0.0006556788575835526","0.0005116525571793318","0.0011673313565552237",""
"noble-sweep-70","finished","-","sophied","","2022-03-19T14:41:24.000Z","62","nw19j5ha","14","159","7","","","","1","","0.004599305522996324","2.4981451490907114","","","","","0.029084181413054463","0.08202429860830307","","24","","0.11110848188400269","","0.054348889738321304","0.08540834486484528","0.13975723087787628",""
"playful-sweep-69","finished","-","sophied","","2022-03-19T14:40:38.000Z","41","nw19j5ha","11","419","10","","","","9","","0.003913392296820823","1.3375028956696655","","","","","0.000409277796279639","0.0005985545576550066","","24","","0.0010078323539346457","","0.000728530518244952","0.000691812951117754","0.0014203435275703669",""
"twilight-sweep-68","finished","-","sophied","","2022-03-19T14:36:55.000Z","219","nw19j5ha","15","51","9","","","","7","","0.0004913802976349245","2.205694904711817","","","","","0.00007948687562020496","0.0007824290660209954","","24","","0.0008619159343652427","","0.000213288381928578","0.0007808766677044332","0.0009941650787368417",""
"silvery-sweep-67","finished","-","sophied","","2022-03-19T14:36:09.000Z","40","nw19j5ha","7","422","9","","","","8","","0.0017547759918057715","2.5944571537215237","","","","","0.0063184271566569805","0.020197056233882904","","24","","0.026515483856201172","","0.01278537604957819","0.020047124475240707","0.03283249959349632",""
"legendary-sweep-66","finished","-","sophied","","2022-03-19T14:34:30.000Z","92","nw19j5ha","9","96","10","","","","2","","0.0013849212057975063","2.3016304389848297","","","","","0.0007090548751875758","0.0009614910813979805","","24","","0.0016705458983778954","","0.0013775728875771165","0.0009824628941714764","0.002360035665333271",""
"frosty-sweep-65","finished","-","sophied","","2022-03-19T14:31:55.000Z","150","nw19j5ha","19","82","10","","","","8","","0.0007456058787351644","2.9940062016064584","","","","","0.000057181787269655615","0.000042334431782364845","","24","","0.00009951621905202046","","0.0001400979090249166","0.00004173947309027426","0.00018183738575316968",""
"colorful-sweep-64","finished","-","sophied","","2022-03-19T14:30:48.000Z","62","nw19j5ha","8","198","9","","","","6","","0.001914566320884777","2.4300540501557037","","","","","0.0007981962407939136","0.0013537643244490027","","24","","0.002151960507035255","","0.0015244792448356748","0.0013121485244482756","0.002836627885699272",""
"sparkling-sweep-63","finished","-","sophied","","2022-03-19T14:29:31.000Z","71","nw19j5ha","14","169","4","","","","5","","0.0004783019046938527","2.3294972732076262","","","","","0.0003870743094012141","0.002753445878624916","","24","","0.003140520304441452","","0.0006473007961176336","0.002807469805702567","0.0034547706600278616",""
"glowing-sweep-62","finished","-","sophied","","2022-03-19T14:28:49.000Z","39","nw19j5ha","15","376","6","","","","2","","0.000691301926610836","2.455633096742651","","","","","0.029581423848867416","0.08202429860830307","","24","","0.1116057187318802","","0.05532174184918403","0.08540834486484528","0.140730082988739",""
"major-sweep-61","finished","-","sophied","","2022-03-19T14:28:13.000Z","34","nw19j5ha","19","486","7","","","","1","","0.004330824846501335","1.862250170367649","","","","","0.00459024403244257","0.019751863554120064","","24","","0.024342108517885208","","0.008838989771902561","0.019888708367943764","0.0287276990711689",""
"fresh-sweep-60","finished","-","sophied","","2022-03-19T14:27:32.000Z","38","nw19j5ha","9","324","7","","","","1","","0.0026514131148720928","2.5343142669129506","","","","","0.002842208370566368","0.0011214690748602152","","24","","0.00396367721259594","","0.004743460100144148","0.001147951348684728","0.005891411565244198",""
"balmy-sweep-59","finished","-","sophied","","2022-03-19T14:25:58.000Z","89","nw19j5ha","9","119","4","","","","6","","0.0025333534176753135","2.615150112636429","","","","","0.000056380245951004326","0.00035031232982873917","","24","","0.00040669256122782826","","0.00015642313519492743","0.00033617630833759904","0.0004925994435325265",""
"woven-sweep-58","finished","-","sophied","","2022-03-19T14:25:12.000Z","42","nw19j5ha","18","377","6","","","","5","","0.0015304631876995704","2.4188009607786345","","","","","0.004032615572214127","0.03438877314329147","","24","","0.0384213887155056","","0.008425300940871239","0.034957047551870346","0.04338234663009643",""
"zany-sweep-57","finished","-","sophied","","2022-03-19T14:23:54.000Z","72","nw19j5ha","14","151","4","","","","3","","0.00299627079389061","1.511904592200679","","","","","0.00010061109787784515","0.001635068096220493","","24","","0.001735679223202169","","0.0002350975846638903","0.0015366848092526195","0.0017717824084684253",""
"helpful-sweep-56","finished","-","sophied","","2022-03-19T14:23:08.000Z","44","nw19j5ha","12","339","4","","","","7","","0.00415924480318096","2.026405639661893","","","","","0.000113612026325427","0.025330251082777977","","24","","0.02544386312365532","","0.00028000527527183294","0.02570337802171707","0.025983383879065514",""
"wobbly-sweep-55","finished","-","sophied","","2022-03-19T14:21:34.000Z","87","nw19j5ha","20","139","6","","","","5","","0.004224081084559226","1.6611119841134656","","","","","0.00005048112507211045","0.0006043922621756792","","24","","0.000654873379971832","","0.0001428674440830946","0.00075370172271505","0.0008965691667981446",""
"gentle-sweep-54","finished","-","sophied","","2022-03-19T14:20:53.000Z","37","nw19j5ha","13","360","5","","","","1","","0.0018124592181681608","1.2489923104496328","","","","","0.029084181413054463","0.08202429860830307","","24","","0.11110848188400269","","0.0543488934636116","0.08540834486484528","0.13975724577903748",""
"peachy-sweep-53","finished","-","sophied","","2022-03-19T14:20:06.000Z","40","nw19j5ha","18","470","6","","","","10","","0.002564857997637697","2.631506696255415","","","","","0.00006386217137333006","0.0011836533667519689","","24","","0.001247515552677214","","0.00015719534712843597","0.0012590010883286595","0.001416196464560926",""
"magic-sweep-52","finished","-","sophied","","2022-03-19T14:19:03.000Z","60","nw19j5ha","8","193","6","","","","5","","0.002835661473760183","2.7997581150574047","","","","","0.029084181413054463","0.08202429860830307","","24","","0.11110848188400269","","0.054348889738321304","0.08540834486484528","0.13975723087787628",""
"rose-sweep-51","finished","-","sophied","","2022-03-19T14:17:56.000Z","60","nw19j5ha","11","260","6","","","","8","","0.0015573793728792425","1.4309656017791117","","","","","0.0011724482756108046","0.00625948142260313","","24","","0.007431929931044579","","0.0020939726382493973","0.006013433914631605","0.00810740701854229",""
"eager-sweep-50","finished","-","sophied","","2022-03-19T14:16:38.000Z","71","nw19j5ha","19","161","6","","","","2","","0.004593812226958837","1.4367027149310727","","","","","0.029084181413054463","0.08202429860830307","","24","","0.11110848188400269","","0.0543488934636116","0.08540835976600647","0.13975724577903748",""
"wandering-sweep-49","finished","-","sophied","","2022-03-19T14:16:02.000Z","32","nw19j5ha","12","447","6","","","","1","","0.0043509223751829855","2.815070287641059","","","","","0.029084181413054463","0.08202429860830307","","24","","0.11110848188400269","","0.054348889738321304","0.08540834486484528","0.13975723087787628",""
"polar-sweep-48","finished","-","sophied","","2022-03-19T14:15:15.000Z","45","nw19j5ha","20","351","9","","","","6","","0.0022571003507545827","2.3677410498933567","","","","","0.00008949889888754115","0.00033981906017288566","","24","","0.0004293179663363844","","0.0002221237373305485","0.00035648568882606924","0.0005786094116047025",""
"celestial-sweep-47","finished","-","sophied","","2022-03-19T14:13:42.000Z","90","nw19j5ha","14","109","8","","","","2","","0.004974915880766975","1.0647940852741349","","","","","0.029084181413054463","0.08202429860830307","","24","","0.11110848188400269","","0.054348889738321304","0.08540834486484528","0.13975723087787628",""
